taskName,program,nlDescription
6d0aefbc.json,(lambda (to_min_grid (remove_black_b (move (reflect (grid_to_block $0) false) 3 east true)) false)),copy the grid and reflect on the other half
6d0aefbc.json,(lambda (to_min_grid (remove_black_b (move (reflect (grid_to_block $0) false) 3 east true)) true)),copy the grid and reflect on the other half
6d0aefbc.json,(lambda (to_min_grid (remove_black_b (move (box_block (remove_black_b (reflect (grid_to_block $0) false))) 3 east true)) false)),copy the grid and reflect on the other half
6d0aefbc.json,(lambda (to_min_grid (remove_black_b (move (box_block (remove_black_b (reflect (grid_to_block $0) false))) 3 east true)) true)),copy the grid and reflect on the other half
6d0aefbc.json,(lambda (to_min_grid (remove_black_b (move (box_block (remove_black_b (reflect (grid_to_block $0) false))) 3 east (negate_boolean false))) false)),copy the grid and reflect on the other half
6d0aefbc.json,(lambda (to_min_grid (remove_black_b (move (box_block (remove_black_b (reflect (grid_to_block $0) false))) 3 east (negate_boolean false))) true)),copy the grid and reflect on the other half
6d0aefbc.json,(lambda (to_min_grid (remove_black_b (move (box_block (remove_black_b (reflect (remove_black_b (grid_to_block $0)) false))) 3 east true)) false)),copy the grid and reflect on the other half
6d0aefbc.json,(lambda (to_min_grid (remove_black_b (move (box_block (remove_black_b (reflect (remove_black_b (grid_to_block $0)) false))) 3 east true)) true)),copy the grid and reflect on the other half
6d0aefbc.json,(lambda (to_min_grid (reflect (remove_black_b (move (box_block (remove_black_b (reflect (grid_to_block $0) false))) 3 east true)) false) false)),copy the grid and reflect on the other half
6d0aefbc.json,(lambda (to_min_grid (reflect (remove_black_b (move (box_block (remove_black_b (reflect (grid_to_block $0) false))) 3 east true)) false) true)),copy the grid and reflect on the other half
6d0aefbc.json,(lambda (to_min_grid (box_block (remove_black_b (move (reflect (grid_to_block $0) false) 3 east true))) true)),copy the grid and reflect on the other half
6d0aefbc.json,(lambda (to_min_grid (box_block (remove_black_b (move (reflect (grid_to_block $0) false) 3 east true))) false)),copy the grid and reflect on the other half
6d75e8bb.json,(lambda (to_original_grid_overlay (replace_color (merge_blocks (find_same_color_blocks $0 false true) false) black red) false)),fill in the area of the large section with red to make a rectangular section. Background remain the same color
6d75e8bb.json,(lambda (to_original_grid_overlay (replace_color (singleton_block (find_same_color_blocks $0 false true)) black red) false)),fill in the area of the large section with red to make a rectangular section. Background remain the same color
6d75e8bb.json,(lambda (to_original_grid_overlay (replace_color (merge_blocks (find_same_color_blocks $0 false true) false) black red) true)),fill in the area of the large section with red to make a rectangular section. Background remain the same color
6d75e8bb.json,(lambda (to_original_grid_overlay (replace_color (merge_blocks (find_same_color_blocks $0 false true) true) black red) false)),fill in the area of the large section with red to make a rectangular section. Background remain the same color
6d75e8bb.json,(lambda (to_original_grid_overlay (replace_color (merge_blocks (find_same_color_blocks $0 true true) false) black red) false)),fill in the area of the large section with red to make a rectangular section. Background remain the same color
6d75e8bb.json,(lambda (to_original_grid_overlay (replace_color (singleton_block (find_same_color_blocks $0 false true)) black red) true)),fill in the area of the large section with red to make a rectangular section. Background remain the same color
6d75e8bb.json,(lambda (to_original_grid_overlay (replace_color (singleton_block (find_same_color_blocks $0 true true)) black red) false)),fill in the area of the large section with red to make a rectangular section. Background remain the same color
6d75e8bb.json,(lambda (to_original_grid_overlay (replace_color (merge_blocks (find_same_color_blocks $0 true true) false) black red) true)),fill in the area of the large section with red to make a rectangular section. Background remain the same color
6d75e8bb.json,(lambda (to_original_grid_overlay (filter_block_tiles (fill_color (first_of_sorted_object_list (find_same_color_blocks $0 true true) (lambda (get_num_tiles $0)) false) red) (lambda (negate_boolean (tile_overlaps_block $0 (remove_black_b (grid_to_block $1)))))) true)),fill in the area of the large section with red to make a rectangular section. Background remain the same color
6d75e8bb.json,(lambda (to_original_grid_overlay (filter_block_tiles (fill_color (merge_blocks (find_same_color_blocks $0 true true) false) red) (lambda (negate_boolean (tile_overlaps_block $0 (remove_black_b (grid_to_block $1)))))) true)),fill in the area of the large section with red to make a rectangular section. Background remain the same color
6d75e8bb.json,(lambda (to_original_grid_overlay (filter_block_tiles (fill_color (first_of_sorted_object_list (find_same_color_blocks $0 true true) (lambda 0) false) red) (lambda (negate_boolean (tile_overlaps_block $0 (remove_black_b (grid_to_block $1)))))) true)),fill in the area of the large section with red to make a rectangular section. Background remain the same color
6d75e8bb.json,(lambda (to_original_grid_overlay (filter_block_tiles (fill_color (first_of_sorted_object_list (find_same_color_blocks $0 true true) (lambda (get_num_tiles $0)) true) red) (lambda (negate_boolean (tile_overlaps_block $0 (remove_black_b (grid_to_block $1)))))) true)),fill in the area of the large section with red to make a rectangular section. Background remain the same color
6d75e8bb.json,(lambda (to_original_grid_overlay (filter_block_tiles (fill_color (first_of_sorted_object_list (find_same_color_blocks $0 true true) (lambda (get_num_tiles $0)) false) red) (lambda (negate_boolean (tile_overlaps_block $0 (merge_blocks (find_same_color_blocks $1 true false) false))))) true)),fill in the area of the large section with red to make a rectangular section. Background remain the same color
6f8cd79b.json,(lambda (to_min_grid (filter_block_tiles (fill_color (grid_to_block $0) teal) (lambda (is_exterior $0 true))) false)),"use light blue color to draw the border of the grid with only one cell as width Create a light blue border around the grid. So, any tiles that are touching the edges are filled in with light blue. The rest of the tiles remain black. create a light blue border around the grid. So, any squares that are touching the edges are filled in with light blue. The rest of the squares inside the light blue border remain black."
6f8cd79b.json,(lambda (to_min_grid (filter_block_tiles (fill_snakewise (grid_to_block $0) (make_colorpair teal teal)) (lambda (is_exterior $0 true))) false)),"use light blue color to draw the border of the grid with only one cell as width Create a light blue border around the grid. So, any tiles that are touching the edges are filled in with light blue. The rest of the tiles remain black. create a light blue border around the grid. So, any squares that are touching the edges are filled in with light blue. The rest of the squares inside the light blue border remain black."
6f8cd79b.json,(lambda (to_min_grid (filter_block_tiles (fill_snakewise (move (grid_to_block $0) 1 south false) (make_colorpair teal teal)) (lambda (is_exterior $0 true))) false)),"use light blue color to draw the border of the grid with only one cell as width Create a light blue border around the grid. So, any tiles that are touching the edges are filled in with light blue. The rest of the tiles remain black. create a light blue border around the grid. So, any squares that are touching the edges are filled in with light blue. The rest of the squares inside the light blue border remain black."
6f8cd79b.json,(lambda (to_min_grid (fill_color (filter_block_tiles (grid_to_block $0) (lambda (is_exterior $0 true))) teal) true)),"use light blue color to draw the border of the grid with only one cell as width Create a light blue border around the grid. So, any tiles that are touching the edges are filled in with light blue. The rest of the tiles remain black. create a light blue border around the grid. So, any squares that are touching the edges are filled in with light blue. The rest of the squares inside the light blue border remain black."
6f8cd79b.json,(lambda (to_min_grid (filter_block_tiles (fill_color (grid_to_block $0) teal) (lambda (is_exterior $0 true))) true)),"use light blue color to draw the border of the grid with only one cell as width Create a light blue border around the grid. So, any tiles that are touching the edges are filled in with light blue. The rest of the tiles remain black. create a light blue border around the grid. So, any squares that are touching the edges are filled in with light blue. The rest of the squares inside the light blue border remain black."
