,program,DSL,generation,frontierEntryRank,isHandWritten,nl_0,nl_1,nl_2,nl_3,nl_4,nl_5
0b148d64.json,(lambda (blocks_to_min_grid (find_blocks_by_color $0 (nth_primary_color (grid_to_block $0) 2) true false) false true)),rich,generation,entry,False,copy the pattern that is a different color,make it the area that is a different color,make the output grid match the space of the colored area that is the odd color from the rest,,,
0b148d64.json,(lambda (blocks_to_min_grid (find_blocks_by_color $0 (nth_primary_color (grid_to_block $0) 2) true false) true false)),rich,generation,entry,False,copy the pattern that is a different color,make it the area that is a different color,make the output grid match the space of the colored area that is the odd color from the rest,,,
0b148d64.json,(lambda (#(lambda (to_min_grid $0 true)) (remove_color (#(lambda (remove_black_b (grid_to_block $0))) $0) (nth_primary_color (grid_to_block $0) 1)))),trimmed,generation,entry,False,copy the pattern that is a different color,make it the area that is a different color,make the output grid match the space of the colored area that is the odd color from the rest,,,
0b148d64.json,(lambda (#(lambda (to_min_grid $0 true)) (remove_color (#(lambda (remove_black_b (grid_to_block $0))) $0) (nth_primary_color (#(lambda (remove_black_b (grid_to_block $0))) $0) 0)))),trimmed,generation,entry,False,copy the pattern that is a different color,make it the area that is a different color,make the output grid match the space of the colored area that is the odd color from the rest,,,
0b148d64.json,(lambda (#(lambda (to_min_grid $0 true)) (remove_color (#(lambda (remove_black_b (grid_to_block $0))) $0) (nth_primary_color (#(lambda (move (grid_to_block $0) 1 south false)) $0) 1)))),trimmed,generation,entry,False,copy the pattern that is a different color,make it the area that is a different color,make the output grid match the space of the colored area that is the odd color from the rest,,,
88a10436.json,(lambda (blocks_to_original_grid (map_tiles (find_tiles_by_black_b $0) (lambda (center_block_on_tile (first_of_sorted_object_list (find_blocks_by_inferred_b $1 true false) (lambda (get_num_tiles $0)) false) $0))) true true)),rich,2,0,False,copy the input 3 by 3 multi colored shape ontop of the gray square this square comprise s the middle of the 3 by 3 copy,copy the input then copy the colorful shape and paste it on top of the gray square making sure the center of the copied colorful shape is directly overlapping the gray square,copy the input then copy the colorful shape and paste it on top of the gray square making sure the center of the shape is directly above the square,,,
88a10436.json,(lambda (#(lambda (lambda (blocks_to_original_grid (map_tiles (find_tiles_by_black_b $0) $1) true true))) (lambda (center_block_on_tile (remove_color (#(lambda (remove_black_b (grid_to_block $0))) $1) grey) $0)) $0)),rich,3,0,False,copy the input 3 by 3 multi colored shape ontop of the gray square this square comprise s the middle of the 3 by 3 copy,copy the input then copy the colorful shape and paste it on top of the gray square making sure the center of the copied colorful shape is directly overlapping the gray square,copy the input then copy the colorful shape and paste it on top of the gray square making sure the center of the shape is directly above the square,,,
88a10436.json,(lambda (#(lambda (lambda (blocks_to_original_grid (map_tiles (find_tiles_by_black_b $0) $1) true true))) (lambda (center_block_on_tile (remove_color (#(lambda (remove_black_b (grid_to_block $0))) $1) (get_tile_color $0)) $0)) $0)),rich,3,1,False,copy the input 3 by 3 multi colored shape ontop of the gray square this square comprise s the middle of the 3 by 3 copy,copy the input then copy the colorful shape and paste it on top of the gray square making sure the center of the copied colorful shape is directly overlapping the gray square,copy the input then copy the colorful shape and paste it on top of the gray square making sure the center of the shape is directly above the square,,,
88a10436.json,(lambda (#(lambda (lambda (blocks_to_original_grid (map_tiles (find_tiles_by_black_b $0) $1) true true))) (lambda (center_block_on_tile (first_of_sorted_object_list (find_blocks_by_inferred_b $1 false false) (lambda (get_num_tiles $0)) false) $0)) $0)),rich,3,2,False,copy the input 3 by 3 multi colored shape ontop of the gray square this square comprise s the middle of the 3 by 3 copy,copy the input then copy the colorful shape and paste it on top of the gray square making sure the center of the copied colorful shape is directly overlapping the gray square,copy the input then copy the colorful shape and paste it on top of the gray square making sure the center of the shape is directly above the square,,,
88a10436.json,(lambda (#(lambda (lambda (blocks_to_original_grid (map_tiles (find_tiles_by_black_b $0) $1) true true))) (lambda (center_block_on_tile (first_of_sorted_object_list (find_blocks_by_inferred_b $1 false true) (lambda (get_num_tiles $0)) false) $0)) $0)),rich,3,3,False,copy the input 3 by 3 multi colored shape ontop of the gray square this square comprise s the middle of the 3 by 3 copy,copy the input then copy the colorful shape and paste it on top of the gray square making sure the center of the copied colorful shape is directly overlapping the gray square,copy the input then copy the colorful shape and paste it on top of the gray square making sure the center of the shape is directly above the square,,,
88a10436.json,(lambda (#(lambda (lambda (blocks_to_original_grid (map_tiles (find_tiles_by_black_b $0) $1) true true))) (lambda (center_block_on_tile (first_of_sorted_object_list (find_blocks_by_inferred_b $1 true false) (lambda (get_num_tiles $0)) false) $0)) $0)),rich,3,4,False,copy the input 3 by 3 multi colored shape ontop of the gray square this square comprise s the middle of the 3 by 3 copy,copy the input then copy the colorful shape and paste it on top of the gray square making sure the center of the copied colorful shape is directly overlapping the gray square,copy the input then copy the colorful shape and paste it on top of the gray square making sure the center of the shape is directly above the square,,,
